date,value
20200102,23346.24023
20200103,22686.2207
20200104,23433.16016
20200107,23531.34961
20200108,23787.44922
20200109,23879.11914
20200110,24001.91992
20200111,23995.94922
20200114,23909.83984
20200115,24065.58984
20200116,24207.16016
20200117,24370.09961
20200118,24706.34961
20200122,24404.48047
20200123,24575.61914
20200124,24553.24023
20200125,24737.19922
20200128,24528.2207
20200129,24579.96094
20200130,25014.85938
20200131,24999.66992
20200201,25063.89063
20200204,25239.36914
20200205,25411.51953
20200206,25390.30078
20200207,25169.5293
20200208,25106.33008
20200211,25053.10938
20200212,25425.75977
20200213,25543.26953
20200214,25439.39063
20200215,25883.25
20200219,25891.32031
20200220,25954.43945
20200221,25850.63086
20200222,26031.81055
20200225,26091.94922
20200226,26057.98047
20200227,25985.16016
20200228,25916
20200301,26026.32031
20200304,25819.65039
20200305,25806.63086
20200306,25673.46094
20200307,25473.23047
20200308,25450.24023
20200311,25650.88086
20200312,25554.66016
20200313,25702.89063
20200314,25709.93945
20200315,25848.86914
20200318,25914.09961
20200319,25887.38086
20200320,25745.66992
20200321,25962.50977
20200322,25502.32031
20200325,25516.83008
20200326,25657.73047
20200327,25625.58984
20200328,25717.46094
20200329,25928.67969
20200401,26258.41992
20200402,26179.13086
20200403,26218.13086
20200404,26384.63086
20200405,26424.99023
20200408,26341.01953
20200409,26150.58008
20200410,26157.16016
20200411,26143.05078
20200412,26412.30078
20200415,26384.76953
20200416,26452.66016
20200417,26449.53906
20200418,26559.53906
20200422,26511.05078
20200423,26656.39063
20200424,26597.05078
20200425,26462.08008
20200426,26543.33008
20200429,26554.39063
20200430,26592.91016
20200501,26430.14063
20200502,26307.78906
20200503,26504.94922
20200506,26438.48047
20200507,25965.08984
20200508,25967.33008
20200509,25828.35938
20200510,25942.36914
20200513,25324.99023
20200514,25532.05078
20200515,25648.01953
20200516,25862.67969
20200517,25764
20200520,25679.90039
20200521,25877.33008
20200522,25776.60938
20200523,25490.4707
20200524,25585.68945
20200528,25347.76953
20200529,25126.41016
20200530,25169.88086
20200531,24815.03906
20200603,24819.7793
20200604,25332.17969
20200605,25539.57031
20200606,25720.66016
20200607,25983.93945
20200610,26062.67969
20200611,26048.50977
20200612,26004.83008
20200613,26106.76953
20200614,26089.60938
20200617,26112.5293
20200618,26465.53906
20200619,26504
20200620,26753.16992
20200621,26719.13086
20200624,26727.53906
20200625,26548.2207
20200626,26536.82031
20200627,26526.58008
20200628,26599.96094
20200701,26717.42969
20200702,26786.67969
20200703,26966
20200705,26922.11914
20200708,26806.14063
20200709,26783.49023
20200710,26860.19922
20200711,27088.08008
20200712,27332.0293
20200715,27359.16016
20200716,27335.63086
20200717,27219.84961
20200718,27222.9707
20200719,27154.19922
20200722,27171.90039
20200723,27349.18945
20200724,27269.9707
20200725,27140.98047
20200726,27192.44922
20200729,27221.34961
20200730,27198.01953
