date,value
20200103,19881.75977
20200104,19942.16016
20200105,19899.28906
20200106,19963.80078
20200109,19887.38086
20200110,19855.5293
20200111,19954.2793
20200112,19891
20200113,19885.73047
20200117,19826.76953
20200118,19804.7207
20200119,19732.40039
20200120,19827.25
20200123,19799.84961
20200124,19912.71094
20200125,20068.50977
20200126,20100.91016
20200127,20093.7793
20200130,19971.13086
20200131,19864.08984
20200201,19890.93945
20200202,19884.91016
20200203,20071.46094
20200206,20052.41992
20200207,20090.28906
20200208,20054.33984
20200209,20172.40039
20200210,20269.36914
20200213,20412.16016
20200214,20504.41016
20200215,20611.85938
20200216,20619.76953
20200217,20624.05078
20200221,20743
20200222,20775.59961
20200223,20810.32031
20200224,20821.75977
20200227,20837.43945
20200228,20812.24023
20200301,21115.55078
20200302,21002.9707
20200303,21005.71094
20200306,20954.33984
20200307,20924.75977
20200308,20855.73047
20200309,20858.18945
20200310,20902.98047
20200313,20881.48047
20200314,20837.36914
20200315,20950.09961
20200316,20934.55078
20200317,20914.61914
20200320,20905.85938
20200321,20668.00977
20200322,20661.30078
20200323,20656.58008
20200324,20596.7207
20200327,20550.98047
20200328,20701.5
20200329,20659.32031
20200330,20728.49023
20200331,20663.2207
20200403,20650.21094
20200404,20689.24023
20200405,20648.15039
20200406,20662.94922
20200407,20656.09961
20200410,20658.01953
20200411,20651.30078
20200412,20591.85938
20200413,20453.25
20200417,20636.91992
20200418,20523.2793
20200419,20404.49023
20200420,20578.71094
20200421,20547.75977
20200424,20763.89063
20200425,20996.11914
20200426,20975.08984
20200427,20981.33008
20200428,20940.50977
20200501,20913.46094
20200502,20949.89063
20200503,20957.90039
20200504,20951.4707
20200505,21006.93945
20200508,21012.2793
20200509,20975.7793
20200510,20943.10938
20200511,20919.41992
20200512,20896.60938
20200515,20981.93945
20200516,20979.75
20200517,20606.92969
20200518,20663.01953
20200519,20804.83984
20200522,20894.83008
20200523,20937.91016
20200524,21012.41992
20200525,21082.94922
20200526,21080.2793
20200530,21029.4707
20200531,21008.65039
20200601,21144.17969
20200602,21206.28906
20200605,21184.03906
20200606,21136.23047
20200607,21173.68945
20200608,21182.5293
20200609,21271.9707
20200612,21235.66992
20200613,21328.4707
20200614,21374.56055
20200615,21359.90039
20200616,21384.2793
20200619,21528.99023
20200620,21467.14063
20200621,21410.0293
20200622,21397.28906
20200623,21394.75977
20200626,21409.55078
20200627,21310.66016
20200628,21454.60938
20200629,21287.0293
20200630,21349.63086
20200703,21479.26953
20200705,21478.16992
20200706,21320.03906
20200707,21414.33984
20200710,21408.51953
20200711,21409.07031
20200712,21532.14063
20200713,21553.08984
20200714,21637.74023
20200717,21629.7207
20200718,21574.73047
20200719,21640.75
20200720,21611.7793
20200721,21580.07031
20200724,21513.16992
20200725,21613.42969
20200726,21711.00977
20200727,21796.55078
20200728,21830.31055
